order_id,payment_sequential,payment_type,payment_installments,payment_value,origen,seller_id,seller_zip_code_prefix,seller_city,seller_state,geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state,review_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,order_item_id,product_id,shipping_limit_date,price,freight_value,customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,ï»¿product_category_name,product_category_name_english,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
b81ef226f3fe1789b1e8b2acac839d17,1.0,credit_card,8.0,99.33,olist_order_payments_dataset.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9810da82917af2d9aefd1278f1dcfa0,1.0,credit_card,1.0,24.39,olist_order_payments_dataset.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25e8ea4e93396b6fa0d3dd708e76c1bd,1.0,credit_card,1.0,65.71,olist_order_payments_dataset.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ba78997921bbcdc1373bb41e913ab953,1.0,credit_card,8.0,107.78,olist_order_payments_dataset.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42fdf880ba16b47b59251dd489d4441a,1.0,credit_card,2.0,128.45,olist_order_payments_dataset.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298fcdf1f73eb413e4d26d01b25bc1cd,1.0,credit_card,2.0,96.12,olist_order_payments_dataset.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771ee386b001f06208a7419e4fc1bbd7,1.0,credit_card,1.0,81.16,olist_order_payments_dataset.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3d7239c394a212faae122962df514ac7,1.0,credit_card,3.0,51.84,olist_order_payments_dataset.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1f78449c87a54faf9e96e88ba1491fa9,1.0,credit_card,6.0,341.09,olist_order_payments_dataset.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0573b5e23cbd798006520e1d5b4c6714,1.0,boleto,1.0,51.95,olist_order_payments_dataset.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_sellers_dataset.csv,3442f8959a84dea7ee197c632cb2df15,13023.0,campinas,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_sellers_dataset.csv,d1b65fc7debc3361ea86b5f14c68d2e2,13844.0,mogi guacu,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_sellers_dataset.csv,ce3ad9de960102d0677a81f5d0bb7b2d,20031.0,rio de janeiro,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_sellers_dataset.csv,c0f3eea2e14555b6faeea3dd58c1b1c3,4195.0,sao paulo,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_sellers_dataset.csv,51a04a8a6bdcb23deccc82b0b80742cf,12914.0,braganca paulista,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_sellers_dataset.csv,c240c4061717ac1806ae6ee72be3533b,20920.0,rio de janeiro,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_sellers_dataset.csv,e49c26c3edfa46d227d5121a6b6e4d37,55325.0,brejao,PE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_sellers_dataset.csv,1b938a7ec6ac5061a66a3766e0e75f90,16304.0,penapolis,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_sellers_dataset.csv,768a86e36ad6aae3d03ee3c6433d61df,1529.0,sao paulo,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_sellers_dataset.csv,ccc4bbb5f32a6ab2b7066a4130f114e3,80310.0,curitiba,PR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_geolocation_dataset.csv,,,,,1037.0,-23.54562128115268,-46.63929204800168,sao paulo,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_geolocation_dataset.csv,,,,,1046.0,-23.54608112703553,-46.64482029837157,sao paulo,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_geolocation_dataset.csv,,,,,1046.0,-23.54612896641469,-46.64295148361138,sao paulo,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_geolocation_dataset.csv,,,,,1041.0,-23.5443921648681,-46.63949930627844,sao paulo,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_geolocation_dataset.csv,,,,,1035.0,-23.541577961711493,-46.64160722329613,sao paulo,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_geolocation_dataset.csv,,,,,1012.0,-23.547762303364262,-46.63536053788448,sÃ£o paulo,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_geolocation_dataset.csv,,,,,1047.0,-23.54627311241268,-46.64122516971552,sao paulo,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_geolocation_dataset.csv,,,,,1013.0,-23.546923208436723,-46.6342636964915,sao paulo,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_geolocation_dataset.csv,,,,,1029.0,-23.543769055769133,-46.63427784085132,sao paulo,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_geolocation_dataset.csv,,,,,1011.0,-23.547639550320632,-46.63603162315495,sao paulo,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73fc7af87114b39712e6da79b0a377eb,,,,,olist_order_reviews_dataset.csv,,,,,,,,,,7bc2406110b926393aa56f80a40eba40,4.0,,,2018-01-18 00:00:00,2018-01-18 21:46:59,,,,,,,,,,,,,,,,,,,,,,,,,,
a548910a1c6147796b98fdf73dbeba33,,,,,olist_order_reviews_dataset.csv,,,,,,,,,,80e641a11e56f04c1ad469d5645fdfde,5.0,,,2018-03-10 00:00:00,2018-03-11 03:05:13,,,,,,,,,,,,,,,,,,,,,,,,,,
f9e4b658b201a9f2ecdecbb34bed034b,,,,,olist_order_reviews_dataset.csv,,,,,,,,,,228ce5500dc1d8e020d8d1322874b6f0,5.0,,,2018-02-17 00:00:00,2018-02-18 14:36:24,,,,,,,,,,,,,,,,,,,,,,,,,,
658677c97b385a9be170737859d3511b,,,,,olist_order_reviews_dataset.csv,,,,,,,,,,e64fb393e7b32834bb789ff8bb30750e,5.0,,Recebi bem antes do prazo estipulado.,2017-04-21 00:00:00,2017-04-21 22:02:06,,,,,,,,,,,,,,,,,,,,,,,,,,
8e6bfb81e283fa7e4f11123a3fb894f1,,,,,olist_order_reviews_dataset.csv,,,,,,,,,,f7c4243c7fe1938f181bec41a392bdeb,5.0,,ParabÃ©ns lojas lannister adorei comprar pela Internet seguro e prÃ¡tico ParabÃ©ns a todos feliz PÃ¡scoa,2018-03-01 00:00:00,2018-03-02 10:26:53,,,,,,,,,,,,,,,,,,,,,,,,,,
b18dcdf73be66366873cd26c5724d1dc,,,,,olist_order_reviews_dataset.csv,,,,,,,,,,15197aa66ff4d0650b5434f1b46cda19,1.0,,,2018-04-13 00:00:00,2018-04-16 00:39:37,,,,,,,,,,,,,,,,,,,,,,,,,,
e48aa0d2dcec3a2e87348811bcfdf22b,,,,,olist_order_reviews_dataset.csv,,,,,,,,,,07f9bee5d1b850860defd761afa7ff16,5.0,,,2017-07-16 00:00:00,2017-07-18 19:30:34,,,,,,,,,,,,,,,,,,,,,,,,,,
c31a859e34e3adac22f376954e19b39d,,,,,olist_order_reviews_dataset.csv,,,,,,,,,,7c6400515c67679fbee952a7525281ef,5.0,,,2018-08-14 00:00:00,2018-08-14 21:36:06,,,,,,,,,,,,,,,,,,,,,,,,,,
9c214ac970e84273583ab523dfafd09b,,,,,olist_order_reviews_dataset.csv,,,,,,,,,,a3f6f7f6f433de0aefbb97da197c554c,5.0,,,2017-05-17 00:00:00,2017-05-18 12:05:37,,,,,,,,,,,,,,,,,,,,,,,,,,
b9bf720beb4ab3728760088589c62129,,,,,olist_order_reviews_dataset.csv,,,,,,,,,,8670d52e15e00043ae7de4c01cc2fe06,4.0,recomendo,aparelho eficiente. no site a marca do aparelho esta impresso como 3desinfector e ao chegar esta com outro nome...atualizar com a marca correta uma vez que Ã© o mesmo aparelho,2018-05-22 00:00:00,2018-05-23 16:45:47,,,,,,,,,,,,,,,,,,,,,,,,,,
00010242fe8c5a6d1ba2dd792cb16214,,,,,olist_order_items_dataset.csv,48436dade18ac8b2bce089ec2a041202,,,,,,,,,,,,,,,1.0,4244733e06e7ecb4970a6e2683c13e61,2017-09-19 09:45:35,58.9,13.29,,,,,,,,,,,,,,,,,,,,,
00018f77f2f0320c557190d7a144bdd3,,,,,olist_order_items_dataset.csv,dd7ddc04e1b6c2c614352b383efe2d36,,,,,,,,,,,,,,,1.0,e5f2d52b802189ee658865ca93d83a8f,2017-05-03 11:05:13,239.9,19.93,,,,,,,,,,,,,,,,,,,,,
000229ec398224ef6ca0657da4fc703e,,,,,olist_order_items_dataset.csv,5b51032eddd242adc84c38acab88f23d,,,,,,,,,,,,,,,1.0,c777355d18b72b67abbeef9df44fd0fd,2018-01-18 14:48:30,199.0,17.87,,,,,,,,,,,,,,,,,,,,,
00024acbcdf0a6daa1e931b038114c75,,,,,olist_order_items_dataset.csv,9d7a1d34a5052409006425275ba1c2b4,,,,,,,,,,,,,,,1.0,7634da152a4610f1595efa32f14722fc,2018-08-15 10:10:18,12.99,12.79,,,,,,,,,,,,,,,,,,,,,
00042b26cf59d7ce69dfabb4e55b4fd9,,,,,olist_order_items_dataset.csv,df560393f3a51e74553ab94004ba5c87,,,,,,,,,,,,,,,1.0,ac6c3623068f30de03045865e4e10089,2017-02-13 13:57:51,199.9,18.14,,,,,,,,,,,,,,,,,,,,,
00048cc3ae777c65dbb7d2a0634bc1ea,,,,,olist_order_items_dataset.csv,6426d21aca402a131fc0a5d0960a3c90,,,,,,,,,,,,,,,1.0,ef92defde845ab8450f9d70c526ef70f,2017-05-23 03:55:27,21.9,12.69,,,,,,,,,,,,,,,,,,,,,
00054e8431b9d7675808bcb819fb4a32,,,,,olist_order_items_dataset.csv,7040e82f899a04d1b434b795a43b4617,,,,,,,,,,,,,,,1.0,8d4f2bb7e93e6710a28f34fa83ee7d28,2017-12-14 12:10:31,19.9,11.85,,,,,,,,,,,,,,,,,,,,,
000576fe39319847cbb9d288c5617fa6,,,,,olist_order_items_dataset.csv,5996cddab893a4652a15592fb58ab8db,,,,,,,,,,,,,,,1.0,557d850972a7d6f792fd18ae1400d9b6,2018-07-10 12:30:45,810.0,70.75,,,,,,,,,,,,,,,,,,,,,
0005a1a1728c9d785b8e2b08b904576c,,,,,olist_order_items_dataset.csv,a416b6a846a11724393025641d4edd5e,,,,,,,,,,,,,,,1.0,310ae3c140ff94b03219ad0adc3c778f,2018-03-26 18:31:29,145.95,11.65,,,,,,,,,,,,,,,,,,,,,
0005f50442cb953dcd1d21e1fb923495,,,,,olist_order_items_dataset.csv,ba143b05f0110f0dc71ad71b4466ce92,,,,,,,,,,,,,,,1.0,4535b0e1091c278dfd193e5a1d63b39f,2018-07-06 14:10:56,53.99,11.4,,,,,,,,,,,,,,,,,,,,,
,,,,,olist_customers_dataset.csv,,,,,,,,,,,,,,,,,,,,,06b8999e2fba1a1fbc88172c00ba8bc7,861eff4711a542e4b93843c6dd7febb0,14409.0,franca,SP,,,,,,,,,,,,,,,,
,,,,,olist_customers_dataset.csv,,,,,,,,,,,,,,,,,,,,,18955e83d337fd6b2def6b18a428ac77,290c77bc529b7ac935b93aa66c333dc3,9790.0,sao bernardo do campo,SP,,,,,,,,,,,,,,,,
,,,,,olist_customers_dataset.csv,,,,,,,,,,,,,,,,,,,,,4e7b3e00288586ebd08712fdd0374a03,060e732b5b29e8181a18229c7b0b2b5e,1151.0,sao paulo,SP,,,,,,,,,,,,,,,,
,,,,,olist_customers_dataset.csv,,,,,,,,,,,,,,,,,,,,,b2b6027bc5c5109e529d4dc6358b12c3,259dac757896d24d7702b9acbbff3f3c,8775.0,mogi das cruzes,SP,,,,,,,,,,,,,,,,
,,,,,olist_customers_dataset.csv,,,,,,,,,,,,,,,,,,,,,4f2d8ab171c80ec8364f7c12e35b23ad,345ecd01c38d18a9036ed96c73b8d066,13056.0,campinas,SP,,,,,,,,,,,,,,,,
,,,,,olist_customers_dataset.csv,,,,,,,,,,,,,,,,,,,,,879864dab9bc3047522c92c82e1212b8,4c93744516667ad3b8f1fb645a3116a4,89254.0,jaragua do sul,SC,,,,,,,,,,,,,,,,
,,,,,olist_customers_dataset.csv,,,,,,,,,,,,,,,,,,,,,fd826e7cf63160e536e0908c76c3f441,addec96d2e059c80c30fe6871d30d177,4534.0,sao paulo,SP,,,,,,,,,,,,,,,,
,,,,,olist_customers_dataset.csv,,,,,,,,,,,,,,,,,,,,,5e274e7a0c3809e14aba7ad5aae0d407,57b2a98a409812fe9618067b6b8ebe4f,35182.0,timoteo,MG,,,,,,,,,,,,,,,,
,,,,,olist_customers_dataset.csv,,,,,,,,,,,,,,,,,,,,,5adf08e34b2e993982a47070956c5c65,1175e95fb47ddff9de6b2b06188f7e0d,81560.0,curitiba,PR,,,,,,,,,,,,,,,,
,,,,,olist_customers_dataset.csv,,,,,,,,,,,,,,,,,,,,,4b7139f34592b3a31687243a302fa75b,9afe194fb833f79e300e37e580171f22,30575.0,belo horizonte,MG,,,,,,,,,,,,,,,,
,,,,,product_category_name_translation.csv,,,,,,,,,,,,,,,,,,,,,,,,,,beleza_saude,health_beauty,,,,,,,,,,,,,,
,,,,,product_category_name_translation.csv,,,,,,,,,,,,,,,,,,,,,,,,,,informatica_acessorios,computers_accessories,,,,,,,,,,,,,,
,,,,,product_category_name_translation.csv,,,,,,,,,,,,,,,,,,,,,,,,,,automotivo,auto,,,,,,,,,,,,,,
,,,,,product_category_name_translation.csv,,,,,,,,,,,,,,,,,,,,,,,,,,cama_mesa_banho,bed_bath_table,,,,,,,,,,,,,,
,,,,,product_category_name_translation.csv,,,,,,,,,,,,,,,,,,,,,,,,,,moveis_decoracao,furniture_decor,,,,,,,,,,,,,,
,,,,,product_category_name_translation.csv,,,,,,,,,,,,,,,,,,,,,,,,,,esporte_lazer,sports_leisure,,,,,,,,,,,,,,
,,,,,product_category_name_translation.csv,,,,,,,,,,,,,,,,,,,,,,,,,,perfumaria,perfumery,,,,,,,,,,,,,,
,,,,,product_category_name_translation.csv,,,,,,,,,,,,,,,,,,,,,,,,,,utilidades_domesticas,housewares,,,,,,,,,,,,,,
,,,,,product_category_name_translation.csv,,,,,,,,,,,,,,,,,,,,,,,,,,telefonia,telephony,,,,,,,,,,,,,,
,,,,,product_category_name_translation.csv,,,,,,,,,,,,,,,,,,,,,,,,,,relogios_presentes,watches_gifts,,,,,,,,,,,,,,
e481f51cbdc54678b7cc49136f2d6af7,,,,,olist_orders_dataset.csv,,,,,,,,,,,,,,,,,,,,,9ef432eb6251297304e76186b10a928d,,,,,,,delivered,2017-10-02 10:56:33,2017-10-02 11:07:15,2017-10-04 19:55:00,2017-10-10 21:25:13,2017-10-18 00:00:00,,,,,,,,
53cdb2fc8bc7dce0b6741e2150273451,,,,,olist_orders_dataset.csv,,,,,,,,,,,,,,,,,,,,,b0830fb4747a6c6d20dea0b8c802d7ef,,,,,,,delivered,2018-07-24 20:41:37,2018-07-26 03:24:27,2018-07-26 14:31:00,2018-08-07 15:27:45,2018-08-13 00:00:00,,,,,,,,
47770eb9100c2d0c44946d9cf07ec65d,,,,,olist_orders_dataset.csv,,,,,,,,,,,,,,,,,,,,,41ce2a54c0b03bf3443c3d931a367089,,,,,,,delivered,2018-08-08 08:38:49,2018-08-08 08:55:23,2018-08-08 13:50:00,2018-08-17 18:06:29,2018-09-04 00:00:00,,,,,,,,
949d5b44dbf5de918fe9c16f97b45f8a,,,,,olist_orders_dataset.csv,,,,,,,,,,,,,,,,,,,,,f88197465ea7920adcdbec7375364d82,,,,,,,delivered,2017-11-18 19:28:06,2017-11-18 19:45:59,2017-11-22 13:39:59,2017-12-02 00:28:42,2017-12-15 00:00:00,,,,,,,,
ad21c59c0840e6cb83a9ceb5573f8159,,,,,olist_orders_dataset.csv,,,,,,,,,,,,,,,,,,,,,8ab97904e6daea8866dbdbc4fb7aad2c,,,,,,,delivered,2018-02-13 21:18:39,2018-02-13 22:20:29,2018-02-14 19:46:34,2018-02-16 18:17:02,2018-02-26 00:00:00,,,,,,,,
a4591c265e18cb1dcee52889e2d8acc3,,,,,olist_orders_dataset.csv,,,,,,,,,,,,,,,,,,,,,503740e9ca751ccdda7ba28e9ab8f608,,,,,,,delivered,2017-07-09 21:57:05,2017-07-09 22:10:13,2017-07-11 14:58:04,2017-07-26 10:57:55,2017-08-01 00:00:00,,,,,,,,
136cce7faa42fdb2cefd53fdc79a6098,,,,,olist_orders_dataset.csv,,,,,,,,,,,,,,,,,,,,,ed0271e0b7da060a393796590e7b737a,,,,,,,invoiced,2017-04-11 12:22:08,2017-04-13 13:25:17,,,2017-05-09 00:00:00,,,,,,,,
6514b8ad8028c9f2cc2374ded245783f,,,,,olist_orders_dataset.csv,,,,,,,,,,,,,,,,,,,,,9bdf08b4b3b52b5526ff42d37d47f222,,,,,,,delivered,2017-05-16 13:10:30,2017-05-16 13:22:11,2017-05-22 10:07:46,2017-05-26 12:55:51,2017-06-07 00:00:00,,,,,,,,
76c6e866289321a7c93b82b54852dc33,,,,,olist_orders_dataset.csv,,,,,,,,,,,,,,,,,,,,,f54a9f0e6b351c431402b8461ea51999,,,,,,,delivered,2017-01-23 18:29:09,2017-01-25 02:50:47,2017-01-26 14:16:31,2017-02-02 14:08:10,2017-03-06 00:00:00,,,,,,,,
e69bfb5eb88e0ed6a785585b27e16dbf,,,,,olist_orders_dataset.csv,,,,,,,,,,,,,,,,,,,,,31ad1d1b63eb9962463f764d4e6e0c9d,,,,,,,delivered,2017-07-29 11:55:02,2017-07-29 12:05:32,2017-08-10 19:45:24,2017-08-16 17:14:30,2017-08-23 00:00:00,,,,,,,,
,,,,,olist_products_dataset.csv,,,,,,,,,,,,,,,,,1e9e8ef04dbcff4541ed26657ea517e5,,,,,,,,,,,,,,,,,perfumaria,40.0,287.0,1.0,225.0,16.0,10.0,14.0
,,,,,olist_products_dataset.csv,,,,,,,,,,,,,,,,,3aa071139cb16b67ca9e5dea641aaa2f,,,,,,,,,,,,,,,,,artes,44.0,276.0,1.0,1000.0,30.0,18.0,20.0
,,,,,olist_products_dataset.csv,,,,,,,,,,,,,,,,,96bd76ec8810374ed1b65e291975717f,,,,,,,,,,,,,,,,,esporte_lazer,46.0,250.0,1.0,154.0,18.0,9.0,15.0
,,,,,olist_products_dataset.csv,,,,,,,,,,,,,,,,,cef67bcfe19066a932b7673e239eb23d,,,,,,,,,,,,,,,,,bebes,27.0,261.0,1.0,371.0,26.0,4.0,26.0
,,,,,olist_products_dataset.csv,,,,,,,,,,,,,,,,,9dc1a7de274444849c219cff195d0b71,,,,,,,,,,,,,,,,,utilidades_domesticas,37.0,402.0,4.0,625.0,20.0,17.0,13.0
,,,,,olist_products_dataset.csv,,,,,,,,,,,,,,,,,41d3672d4792049fa1779bb35283ed13,,,,,,,,,,,,,,,,,instrumentos_musicais,60.0,745.0,1.0,200.0,38.0,5.0,11.0
,,,,,olist_products_dataset.csv,,,,,,,,,,,,,,,,,732bd381ad09e530fe0a5f457d81becb,,,,,,,,,,,,,,,,,cool_stuff,56.0,1272.0,4.0,18350.0,70.0,24.0,44.0
,,,,,olist_products_dataset.csv,,,,,,,,,,,,,,,,,2548af3e6e77a690cf3eb6368e9ab61e,,,,,,,,,,,,,,,,,moveis_decoracao,56.0,184.0,2.0,900.0,40.0,8.0,40.0
,,,,,olist_products_dataset.csv,,,,,,,,,,,,,,,,,37cc742be07708b53a98702e77a21a02,,,,,,,,,,,,,,,,,eletrodomesticos,57.0,163.0,1.0,400.0,27.0,13.0,17.0
,,,,,olist_products_dataset.csv,,,,,,,,,,,,,,,,,8c92109888e8cdf9d66dc7e463025574,,,,,,,,,,,,,,,,,brinquedos,36.0,1156.0,1.0,600.0,17.0,10.0,12.0
